,partido,partido_num,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,who,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
576,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"Calidad de vida para los madrileños y madrileñas: abrir los coles con un nuevo servicio público de actividades extraescolares gratuitas. 

Lo que ilusiona a la gente son las propuestas claras y solventes que les mejoren la vida.",calidad de vida para los madrilenos y madrilenas: abrir los coles con un nuevo servicio publico de actividades extraescolares gratuitas.   lo que ilusiona a la gente son las propuestas claras y solventes que les mejoren la vida.,positive,2,0.13438213,0.09797229,0.76764554,True,False,False,False,False,5080,57,0.0112204724409448,123,0.0242125984251968,218,0.0429133858267716,609718,0.1819,27,37,calidad vida madrilenos madrilenas abrir coles nuevo servicio publico actividades extraescolares gratuitas ilusiona gente propuestas claras solventes mejoren vida
577,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,Un amuleto que llevo conmigo durante toda la campaña…😃,un amuleto que llevo conmigo durante toda la campana...,positive,2,0.33407554,0.20023236,0.4656921,True,False,False,False,False,6792,93,0.0136925795053003,86,0.0126619552414605,207,0.0304770318021201,609718,0.1819,27,9,amuleto llevo conmigo toda campana
578,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"A punto de entrar en el #DebateMadridRTVE. 

Nos vemos a las 22:30h. 

Mi equipo estará tuiteando en directo, ¡os leo cuando acabemos!","a punto de entrar en el #debatemadridrtve.   nos vemos a las 22:30h.   mi equipo estara tuiteando en directo, !os leo cuando acabemos!",neutral,1,0.02934573,0.91896564,0.051688604,True,False,False,False,False,14800,86,0.0058108108108108,115,0.0077702702702702,255,0.0172297297297297,609718,0.1819,27,22,punto entrar debatemadridrtve vemos 2230h equipo estara tuiteando directo leo acabemos
579,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"Lamento que hoy haya una presidenta ausente que no quiere explicar ni su gestión ni sus propuestas.

Y ahora, te mereces un debate con más respeto que ataques y más soluciones que eslóganes.

#DebateMadridRTVE","lamento que hoy haya una presidenta ausente que no quiere explicar ni su gestion ni sus propuestas.  y ahora, te mereces un debate con mas respeto que ataques y mas soluciones que esloganes.  #debatemadridrtve",negative,0,0.9381628,0.03352287,0.02831424,True,False,False,False,False,18400,158,0.0085869565217391,407,0.0221195652173913,670,0.0364130434782608,609718,0.1819,27,34,lamento hoy presidenta ausente quiere explicar gestion propuestas ahora mereces debate mas respeto ataques mas soluciones esloganes debatemadridrtve
580,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"En Madrid hay 2.500 niños con protocolo de suicidio en los colegios, con sus padres sufriendo. 

Y solo hay 6 psicólogos para 1.600 colegios.

#DebateMadridRTVE","en madrid hay 2.500 ninos con protocolo de suicidio en los colegios, con sus padres sufriendo.   y solo hay 6 psicologos para 1.600 colegios.  #debatemadridrtve",negative,0,0.8466909,0.13935995,0.0139491,True,False,False,False,False,17700,56,0.0031638418079096,269,0.0151977401129943,394,0.0222598870056497,609718,0.1819,27,25,madrid 2500 ninos protocolo suicidio colegios padres sufriendo solo 6 psicologos 1600 colegios debatemadridrtve
581,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"Crear empleos no es un propuesta. Hay que generar algo que cree el empleo.

#DebateMadridRTVE #VotaPSOE",crear empleos no es un propuesta. hay que generar algo que cree el empleo.  #debatemadridrtve #votapsoe,negative,0,0.36578658,0.35872948,0.2754839,True,False,False,False,False,6728,76,0.011296076099881,158,0.0234839476813317,252,0.0374554102259215,609718,0.1819,27,16,crear empleos propuesta generar cree empleo debatemadridrtve votapsoe
582,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"El modelo fiscal de Ayuso: te ahorras 50 euros al año en IRPF y con eso quiere que te pagues…

-La aportación voluntaria del colegio. 
-El logopeda o el psicólogo. 
-La sanidad privada. 

Y mientras, perdona 900 millones de euros a las grandes fortunas.

#DebateMadridRTVE","el modelo fiscal de ayuso: te ahorras 50 euros al ano en irpf y con eso quiere que te pagues...  -la aportacion voluntaria del colegio.  -el logopeda o el psicologo.  -la sanidad privada.   y mientras, perdona 900 millones de euros a las grandes fortunas.  #debatemadridrtve",negative,0,0.94346917,0.035479654,0.02105113,True,False,False,False,False,28400,282,0.0099295774647887,544,0.0191549295774647,799,0.0281338028169014,609718,0.1819,27,45,modelo fiscal ayuso ahorras 50 euros ano irpf quiere pagues aportacion voluntaria colegio logopeda psicologo sanidad privada mientras perdona 900 millones euros grandes fortunas debatemadridrtve
583,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,Te voy a pedir que pienses una cosa.,te voy a pedir que pienses una cosa.,negative,0,0.69219345,0.2434364,0.06437015,True,False,False,False,False,18100,168,0.0092817679558011,418,0.0230939226519337,599,0.0330939226519337,609718,0.1819,27,8,voy pedir pienses cosa
584,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"Esto va en serio y hay que tener a Madrid en la cabeza. 

Hay una mayoría de gente cabal, progresista que ha visto en esta campaña que tenemos ilusión y un proyecto claro. Que tenemos sensibilidad y solvencia. 

Vamos a por todas el domingo. 
Vamos por Madrid. ❤️ 
#VotaPSOE","esto va en serio y hay que tener a madrid en la cabeza.   hay una mayoria de gente cabal, progresista que ha visto en esta campana que tenemos ilusion y un proyecto claro. que tenemos sensibilidad y solvencia.   vamos a por todas el domingo.  vamos por madrid.   #votapsoe",positive,2,0.19189617,0.09379169,0.7143122,True,False,False,False,False,7261,186,0.0256163062938989,209,0.028783914061424,365,0.0502685580498553,609718,0.1819,27,48,va serio tener madrid cabeza mayoria gente cabal progresista visto campana ilusion proyecto claro sensibilidad solvencia vamos todas domingo vamos madrid votapsoe
585,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"Hay que querer, pero también hay que saber. 

Y en eso, somos los únicos.","hay que querer, pero tambien hay que saber.   y en eso, somos los unicos.",negative,0,0.41391212,0.32206652,0.26402137,True,False,False,False,False,14800,457,0.0308783783783783,291,0.0196621621621621,489,0.0330405405405405,609718,0.1819,27,14,querer tambien saber unicos
586,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"Votar importa.

Votar al 
@PSOE
 es tener un Estado del bienestar fuerte.

En Madrid os pido a todos los votantes progresistas concentrar el voto en el PSOE para decirle adiós a Ayuso y a Almeida.

Abramos un nuevo mundo de dignidad para Madrid.",votar importa.  votar al    es tener un estado del bienestar fuerte.  en madrid os pido a todos los votantes progresistas concentrar el voto en el psoe para decirle adios a ayuso y a almeida.  abramos un nuevo mundo de dignidad para madrid.,positive,2,0.13511199,0.092153445,0.7727346,True,False,False,True,"  @sanchezcastejon
",235900,3575,0.0151547265790589,1237,0.0052437473505722,2412,0.0102246714709622,609718,0.1819,27,42,votar importa votar tener bienestar fuerte madrid pido votantes progresistas concentrar voto psoe decirle adios ayuso almeida abramos nuevo mundo dignidad madrid
587,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"Vamos a dar la cara por ti y por todos los madrileños y madrileñas❤️🙌🏻 

Este #28M: #VotaPSOE!!",vamos a dar la cara por ti y por todos los madrilenos y madrilenas   este #28m: #votapsoe!!,positive,2,0.044650707,0.049805537,0.9055438,True,False,False,True," @psoe_m
",8049,119,0.0147844452727046,164,0.0203752018884333,279,0.0346626910175177,609718,0.1819,27,17,vamos dar cara madrilenos madrilenas 28m votapsoe
588,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Mi último mensaje, mi prioridad. 

Quiero ser el Presidente de la EDUCACIÓN. 

El domingo, a votar y a ganar.","mi ultimo mensaje, mi prioridad.   quiero ser el presidente de la educacion.   el domingo, a votar y a ganar.",positive,2,0.009924997,0.048796855,0.94127816,True,False,False,False,False,18100,248,0.0137016574585635,359,0.0198342541436464,615,0.0339779005524861,609718,0.1819,27,19,ultimo mensaje prioridad quiero ser presidente educacion domingo votar ganar
589,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"En Madrid la falta de inversión en Sanidad también deteriora el mantenimiento básico d nuestros hospitales. 

Lamentamos profundamente la inundación de Urgencias del Hospital Infanta Sofía. 

Sus usuarios no merecen esto ni tantos años sin poder disfrutar de esa 4a Torre cerrada.",en madrid la falta de inversion en sanidad tambien deteriora el mantenimiento basico d nuestros hospitales.   lamentamos profundamente la inundacion de urgencias del hospital infanta sofia.   sus usuarios no merecen esto ni tantos anos sin poder disfrutar de esa 4a torre cerrada.,negative,0,0.9281524,0.03733282,0.03451479,True,False,False,True," @MorenoVinues
",13000,21,0.0016153846153846,247,0.019,235,0.018076923076923,609718,0.1819,27,42,madrid falta inversion sanidad tambien deteriora mantenimiento basico d hospitales lamentamos profundamente inundacion urgencias hospital infanta sofia usuarios merecen tantos anos poder disfrutar 4a torre cerrada
590,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Solo quedan dos días para salir a votar y los socialistas lo haremos con motivación y orgullo.

Miles de alcaldes y alcadesas, presidentes y presidentas que no dejan ni un segundo de preocuparse por sus vecinos y vecinas.

Este 28M VOTA PSOE","solo quedan dos dias para salir a votar y los socialistas lo haremos con motivacion y orgullo.  miles de alcaldes y alcadesas, presidentes y presidentas que no dejan ni un segundo de preocuparse por sus vecinos y vecinas.  este 28m vota psoe",negative,0,0.6345721,0.1031233,0.2623047,True,False,False,True," @patxilopez
",100500,2188,0.0217711442786069,636,0.0063283582089552,909,0.0090447761194029,609718,0.1819,27,42,solo quedan dos dias salir votar socialistas haremos motivacion orgullo miles alcaldes alcadesas presidentes presidentas dejan segundo preocuparse vecinos vecinas 28m vota psoe
591,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Somos mayoría en Madrid. Hace 4 años ganamos las elecciones. 

Este domingo, sal a votar para cambiar, gobernar y regenerar Madrid. 

#MadridDaParaTodos #VotaPSOE","somos mayoria en madrid. hace 4 anos ganamos las elecciones.   este domingo, sal a votar para cambiar, gobernar y regenerar madrid.   #madriddaparatodos #votapsoe",positive,2,0.1064506,0.09534204,0.7982073,True,False,False,False,False,7971,150,0.01881821603312,223,0.0279764145025718,335,0.0420273491406348,609718,0.1819,27,23,mayoria madrid hace 4 anos ganamos elecciones domingo sal votar cambiar gobernar regenerar madrid madriddaparatodos votapsoe
592,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Este domingo, con tu voto puedes lograr…👇🏼

#MadridDaParaTodos #VotaPSOE","este domingo, con tu voto puedes lograr...  #madriddaparatodos #votapsoe",positive,2,0.027486445,0.11085539,0.8616581,True,False,False,False,False,9937,191,0.0192210928851766,315,0.0316997081614169,442,0.0444802254201469,609718,0.1819,27,9,domingo voto puedes lograr madriddaparatodos votapsoe
593,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Mi último mensaje, mi prioridad. 

Quiero ser el Presidente de la EDUCACIÓN. 

El domingo, a votar y a ganar.","mi ultimo mensaje, mi prioridad.   quiero ser el presidente de la educacion.   el domingo, a votar y a ganar.",positive,2,0.009924997,0.048796855,0.94127816,True,False,False,False,False,18100,248,0.0137016574585635,359,0.0198342541436464,615,0.0339779005524861,609718,0.1819,27,19,ultimo mensaje prioridad quiero ser presidente educacion domingo votar ganar
594,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,Madrid es más grande que el ruido y la crispación. Voy a hacer una campaña como el gobierno que quiero para esta ciudad.,madrid es mas grande que el ruido y la crispacion. voy a hacer una campana como el gobierno que quiero para esta ciudad.,positive,2,0.38258252,0.1360092,0.4814083,True,False,False,True,@Rita_Maestre,32400,120,0.0037037037037037,140,0.0043209876543209,341,0.0105246913580246,615171,0.1835,27,23,madrid mas grande ruido crispacion voy hacer campana gobierno quiero ciudad
595,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Agarraos fuerte, que lo próximo es el mejor Madrid que podamos imaginar.

Está en tu mano. Vota Más Madrid.

#VotaLoPróximo28M","agarraos fuerte, que lo proximo es el mejor madrid que podamos imaginar.  esta en tu mano. vota mas madrid.  #votaloproximo28m",positive,2,0.3293797,0.089497164,0.5811232,True,False,False,True,@MasMadrid__,91800,114,0.0012418300653594,396,0.004313725490196,644,0.0070152505446623,615171,0.1835,27,20,agarraos fuerte proximo mejor madrid podamos imaginar mano vota mas madrid votaloproximo28m
596,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"¿Prefieres tener médicos o tablets en tu centro de urgencias? Eso nos jugamos este 28M

No te pierdas mi entrevista en 
@publico_es
: https://publico.es/politica/monica-garcia-ayuso-gobernar-ese-odio-propios-profesionales.html",?prefieres tener medicos o tablets en tu centro de urgencias? eso nos jugamos este 28m  no te pierdas mi entrevista en   : ,negative,0,0.7267754,0.21920364,0.054021027,True,False,False,False,False,19100,216,0.0113089005235602,159,0.0083246073298429,416,0.0217801047120418,615171,0.1835,27,22,prefieres tener medicos tablets centro urgencias jugamos 28m pierdas entrevista
597,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,Queremos que Más Madrid sea la casa común de todos los progresistas madrileños. No vamos a pedir el carnet a nadie y vamos a cuidar cada voto como oro en paño. Vamos con todo.,queremos que mas madrid sea la casa comun de todos los progresistas madrilenos. no vamos a pedir el carnet a nadie y vamos a cuidar cada voto como oro en pano. vamos con todo.,positive,2,0.21680793,0.13246728,0.6507248,True,False,False,False,False,22500,99,0.0044,112,0.0049777777777777,268,0.0119111111111111,615171,0.1835,27,34,queremos mas madrid casa comun progresistas madrilenos vamos pedir carnet nadie vamos cuidar cada voto oro pano vamos
598,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,¿Sabéis cuándo no improvisan?,?sabeis cuando no improvisan?,negative,0,0.91414267,0.06509403,0.020763261,True,False,False,False,False,24400,225,0.0092213114754098,162,0.006639344262295,428,0.0175409836065573,615171,0.1835,27,4,sabeis improvisan
599,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"#VotaLoProximo28M #DespiertaMadrid Vota a 
@Monica_Garcia_G
Presidenta de la Comunidad de Madrid, vota 
@Rita_Maestre
Alcaldesa de Madrid, se llama justicia social, dignidad, igualdad, derechos LGTBIQ+, sanidad y educación pública 💚🏳️‍⚧️🏳️‍🌈","#votaloproximo28m #despiertamadrid vota a   presidenta de la comunidad de madrid, vota   alcaldesa de madrid, se llama justicia social, dignidad, igualdad, derechos lgtbiq+, sanidad y educacion publica",positive,2,0.18391834,0.15016402,0.6659176,True,False,False,True,@CarlaAntonelli,8801,0,0.0,31,0.0035223270082945,109,0.012384956254971,615171,0.1835,27,26,votaloproximo28m despiertamadrid vota presidenta comunidad madrid vota alcaldesa madrid llama justicia social dignidad igualdad derechos lgtbiq sanidad educacion publica
